id,nome,data_nascimento,cpf,cep,cidade,estado,pais,genero,telefone,email,data_cadastro
9f977297-6e71-4323-ae92-661b9e3f692a,Mariah Vasconcelos,1977-06-22,175.010.932-81,55479-203,da Rosa de Oliveira,PA,Brasil,F,0300 730 0820,17501093281@exemplo.com.br,2025-01-15
d41a498e-3828-45f2-b01a-e8042054e5ff,Otto Guerra,1956-08-14,095.053.456-15,37628-013,Barros,PA,Brasil,M,+55 (031) 4452 9977,09505345615@exemplo.com.br,2023-11-10
371f2b61-b662-4ea9-8888-79f722660003,Rafael da Luz,2000-09-30,598.845.003-46,03429560,Nunes de da Rosa,SP,Brasil,F,+55 (081) 2290 0371,59884500346@exemplo.com.br,2024-09-28
9111df2b-64ae-4951-9852-d24ff68d765d,Antônio Barbosa,1994-12-12,708.201.026-31,77797147,Duarte do Norte,SC,Brasil,M,(031) 4529 3252,70820102631@exemplo.com.br,2023-08-28
abf52772-2b33-4eb0-a948-91b6ff92d0c7,Maria Eduarda Barros,1993-12-20,285.765.111-34,45383-621,Araújo do Sul,AM,Brasil,M,+55 81 0236 5866,28576511134@exemplo.com.br,2025-01-20
78b10a92-de06-472c-8d27-ef6ba5d97403,Dr. Cauê Martins,1949-05-14,141.474.767-70,89328-655,Sá das Pedras,GO,Brasil,F,51 1065 0543,14147476770@exemplo.com.br,2023-12-06
da69e8fc-40dc-4a71-9d3c-9a9b85118d1b,Isaac Nascimento,1964-07-03,818.260.256-49,92809-831,Caldeira da Praia,CE,Brasil,M,(021) 8692-0738,81826025649@exemplo.com.br,2024-11-09
988009fd-de90-4f7a-b5a1-364a3e8eaa20,Giovanna da Mata,2004-09-29,671.640.753-47,56276745,Cirino,BA,Brasil,M,+55 81 9169 1093,67164075347@exemplo.com.br,2023-11-26
84d3f8a7-19d4-45a0-abff-3f8d66a0c26b,Anthony Gabriel da Paz,1988-01-19,652.653.598-75,99025033,das Neves de Minas,PR,Brasil,F,(011) 9437 0880,65265359875@exemplo.com.br,2025-01-06
5514ee6d-1956-4cdb-8863-e82645b6355e,Bryan Azevedo,1978-05-20,313.058.228-21,28646-726,Pereira do Amparo,SE,Brasil,F,+55 (021) 4441-8929,31305822821@exemplo.com.br,2024-04-02
145d9943-4427-4878-a121-ef1fbaa05a3b,Luiza Andrade,1981-12-30,374.645.441-16,71658289,Aparecida,RJ,Brasil,F,(071) 3080 1868,37464544116@exemplo.com.br,2023-10-16
dd744351-0285-476d-8c1f-c43aefd13468,Maria Flor Nunes,1951-08-13,291.221.999-75,43894-587,Câmara,GO,Brasil,F,0500 644 5677,29122199975@exemplo.com.br,2024-08-08
7eebbafd-6b4a-418b-b64c-63f608273f66,Srta. Maya Oliveira,1975-09-04,901.718.767-42,27084-783,Fogaça Verde,PA,Brasil,M,(071) 1022 4168,90171876742@exemplo.com.br,2023-12-04
85f513a1-9aed-40cb-863d-e6c475d97728,Kevin Souza,1964-03-18,675.340.595-92,12912-974,Carvalho,PR,Brasil,F,+55 (011) 0544 8698,67534059592@exemplo.com.br,2023-12-09
a85a6d33-ab02-4322-a9e3-47c9355fced5,Srta. Sofia Marques,1955-08-29,129.844.989-77,91856781,Sales,AL,Brasil,F,(081) 1540-9783,12984498977@exemplo.com.br,2024-07-03
7a779453-154e-459e-b017-98c94a9a9eb7,Gael Pires,1998-02-04,288.685.389-96,09353387,Montenegro da Serra,AM,Brasil,F,+55 (084) 6367 8875,28868538996@exemplo.com.br,2023-06-21
b6a00344-6572-4169-b0f1-ba9745e680fa,Isaque Vasconcelos,1988-02-12,279.549.935-29,20517501,Lima dos Dourados,RJ,Brasil,F,0300-600-6310,27954993529@exemplo.com.br,2024-04-03
5c8d3465-08d1-4df5-9ac5-a4e99b71fb50,Luana Teixeira,1978-06-13,168.495.725-11,32322441,Nascimento do Campo,SC,Brasil,M,51 6001 8508,16849572511@exemplo.com.br,2025-01-01
0c0c4c4b-a4d8-40fd-856f-c0cca8ef70f5,Lorenzo Correia,1965-02-16,539.892.315-55,32072-915,da Costa,MS,Brasil,M,(081) 0390 7513,53989231555@exemplo.com.br,2025-05-21
30c545ae-71fa-4c35-8d94-8d1f243d1d09,Juliana Pires,1944-04-15,635.621.434-98,46747551,Pimenta,AM,Brasil,M,71 6370-2753,63562143498@exemplo.com.br,2024-10-12
7b628267-9bba-4f8b-ae69-2e69c0058a1c,Marcos Vinicius Duarte,1962-11-17,143.505.318-47,32131718,Rocha,SP,Brasil,F,+55 (061) 9522-6083,14350531847@exemplo.com.br,2025-04-05
8611c9bb-d27f-4113-af30-b0783bd6e878,Ana Carolina Novaes,1993-03-17,876.743.275-77,48004210,Moura de Albuquerque,RN,Brasil,M,0300-035-9223,87674327577@exemplo.com.br,2024-10-18
be8d8f8c-e9b3-4d80-bfbf-ea8458f1292e,Ana Cecília da Luz,1994-03-14,251.052.326-26,90766-735,Casa Grande do Campo,RN,Brasil,M,+55 (031) 5382-1474,25105232626@exemplo.com.br,2025-02-11
5f30de94-dd7c-43ce-b594-892b72145428,Vinicius Carvalho,1945-12-28,912.206.323-37,99160224,Ribeiro de Costa,MG,Brasil,F,61 4647 1236,91220632337@exemplo.com.br,2024-08-29
85aca122-8910-4a9a-b296-ac0733de0bbf,Vitor Gabriel Porto,2005-08-17,001.381.020-78,56722-372,Costa do Galho,RJ,Brasil,M,+55 (051) 4828-3964,00138102078@exemplo.com.br,2023-12-09
43fa53e4-5afe-4909-83c0-fa8965ec9e43,Rael Teixeira,1989-01-23,536.058.365-90,00006-867,Fernandes,RR,Brasil,M,+55 21 7868 6918,53605836590@exemplo.com.br,2025-06-09
de9f2839-8779-4ee6-a9a7-42a74ec7c4d8,Fernanda Andrade,1990-02-23,614.636.498-34,91569-619,da Mota de Lopes,SP,Brasil,F,0900-981-0817,61463649834@exemplo.com.br,2024-09-29
bda1adb4-b9c5-4d24-a9bc-05cd0ac8ad20,Igor da Costa,1995-05-21,910.453.524-73,07742-925,Rios de Goiás,TO,Brasil,M,81 1006 5088,91045352473@exemplo.com.br,2023-12-23
a2f227ec-69d8-4d70-8e0a-1164a1bc6088,Erick Azevedo,2003-04-19,456.772.088-37,13263725,Ferreira de Minas,AM,Brasil,F,(011) 1134-1965,45677208837@exemplo.com.br,2024-06-07
46271a60-d00e-4270-8db0-5e7cf5617591,Benjamin Novais,1986-06-10,217.563.734-46,67846614,Aragão das Pedras,CE,Brasil,M,+55 71 5153 7455,21756373446@exemplo.com.br,2023-10-03
36d386ab-12df-44a9-8a00-16c2cb1f5ef7,Maria Sophia da Rocha,1996-03-24,709.179.097-63,15336846,Barbosa,PE,Brasil,M,+55 11 1993 2062,70917909763@exemplo.com.br,2024-04-09
6af8d5af-0355-4454-953f-3e5f293cc3e7,Ana Cecília Ferreira,2002-10-10,886.345.207-35,72989515,Vasconcelos das Pedras,ES,Brasil,F,+55 (021) 2289 1373,88634520735@exemplo.com.br,2024-09-01
d2ee11e3-0c50-447a-971b-c5d62e92f8e6,Olivia da Costa,1979-10-19,016.894.947-80,96648-212,da Cruz,PI,Brasil,M,+55 81 5838-5654,01689494780@exemplo.com.br,2023-09-15
db65c70c-e22e-4e98-a5e9-9fb1305dceef,Sr. Murilo Costa,1996-04-02,868.268.332-98,62185-123,da Rocha,PI,Brasil,F,41 6175-0418,86826833298@exemplo.com.br,2024-08-25
fee9af06-75be-4025-800e-05ea06a1a147,Fernanda Borges,1987-01-09,434.329.263-52,15078-266,Pastor Verde,MA,Brasil,F,(011) 2582 7163,43432926352@exemplo.com.br,2023-08-01
f04e0b95-3e0e-41a3-8e2d-ba9c51da9f6b,Benjamin Martins,1979-02-26,678.316.981-68,06468-817,Pacheco do Norte,PA,Brasil,F,+55 21 7060-4732,67831698168@exemplo.com.br,2023-11-27
50b3b007-0066-4e1c-91a1-d647ffa00088,Dante Ferreira,1978-08-11,020.523.218-40,22385571,da Costa do Sul,AL,Brasil,F,51 4396 3678,02052321840@exemplo.com.br,2024-02-29
9e5c5d9c-b4c7-4a7b-a1e4-ef3dd8fe0d41,Pietro Almeida,1952-01-19,218.353.456-11,94361-136,Viana,CE,Brasil,M,0900-247-1755,21835345611@exemplo.com.br,2023-09-30
5ad1ff15-7ac3-454b-89a6-248ac9ea2f58,Fernanda da Cruz,1977-06-21,574.501.860-23,62970-519,Garcia,RO,Brasil,M,+55 11 8767-5061,57450186023@exemplo.com.br,2023-09-04
c23bcf21-9319-4a4e-8842-c14fc0e2e32c,André das Neves,2001-04-29,417.253.759-25,41520-553,Abreu de Ferreira,SP,Brasil,F,0900 997 0129,41725375925@exemplo.com.br,2023-08-23
beee6a71-8880-423d-886c-a6d807a8a805,Maria Cecília Leão,1988-09-19,834.039.351-98,11359-188,Lima,SC,Brasil,M,+55 (021) 9694 1840,83403935198@exemplo.com.br,2024-08-31
bebbc430-17ab-45c1-8ea3-864548dc152c,João Gabriel das Neves,1972-10-03,118.886.643-28,43196-226,Silva,RO,Brasil,M,(081) 6266 8459,11888664328@exemplo.com.br,2024-02-29
82c3e204-24bb-43c3-867f-e41893bca3a2,Srta. Ágatha Almeida,1939-03-25,754.998.793-70,70319000,Macedo da Serra,MG,Brasil,M,0800 405 5462,75499879370@exemplo.com.br,2024-08-23
f0b97113-ef61-477a-966e-e5a60ae2272f,Guilherme Teixeira,1976-08-23,765.709.921-72,13439-843,Jesus,CE,Brasil,M,+55 51 2406 0415,76570992172@exemplo.com.br,2025-03-27
673b1cfb-d82b-427c-bba8-4d8a9a9efa7e,Giovanna das Neves,1974-07-17,940.670.383-38,51580884,Teixeira,SC,Brasil,F,(041) 9931 6043,94067038338@exemplo.com.br,2025-02-01
2dd45814-7d4f-4dbf-8b4b-94e88c40bd89,Ana Cecília da Mota,1992-05-17,036.768.210-46,51266243,da Paz Verde,MT,Brasil,M,+55 (084) 0259-0515,03676821046@exemplo.com.br,2024-12-12
d0b38411-3c67-497f-b7ed-2cd355e318ac,Gael Henrique Campos,1973-03-28,494.971.626-01,37053849,Camargo Grande,CE,Brasil,F,51 2602 4955,49497162601@exemplo.com.br,2025-01-29
6762705a-e06a-46f4-aa2c-aa4dc1e6f583,Olivia da Cunha,1997-07-13,640.620.781-69,47317343,Cavalcante,GO,Brasil,M,+55 41 4709 0797,64062078169@exemplo.com.br,2024-01-10
a6b1bbfd-072c-4263-b06b-9c9942c22de5,Sra. Liz Pacheco,1966-09-30,805.358.401-26,75430120,da Rosa de Cunha,RO,Brasil,M,51 2928 3452,80535840126@exemplo.com.br,2024-01-13
3cd846ca-0ef2-456a-9b4c-1e883300f733,Dr. Henry Camargo,1989-08-13,589.829.313-22,53169-309,da Luz de Mendonça,RJ,Brasil,F,11 0816-8706,58982931322@exemplo.com.br,2024-11-28
0149521d-7949-4d3f-b9ba-6d6d425dd32a,Samuel Duarte,1965-11-07,800.162.133-73,88946516,Santos,SE,Brasil,F,+55 (061) 0124-6904,80016213373@exemplo.com.br,2024-05-15
7c84efff-7eec-4d69-b051-9df68b4941c3,Luigi da Mota,1939-02-23,480.306.333-91,21376-270,Nascimento,CE,Brasil,F,+55 (084) 6981-3006,48030633391@exemplo.com.br,2025-03-25
8dba086e-aed8-445f-96ea-2f1dad3fa6b2,Benicio Cardoso,2002-07-31,435.124.455-46,29454-510,Ferreira de Goiás,GO,Brasil,F,+55 11 5524-8455,43512445546@exemplo.com.br,2024-03-17
05a0cf3e-e214-40d6-8581-75e15b93facc,Maria Fernanda Lima,1974-04-05,083.961.895-80,40176-886,Pastor,ES,Brasil,M,(084) 4119-1581,08396189580@exemplo.com.br,2023-09-08
c2a45229-fa44-4771-9ff3-e33f7e6b733a,Emanuel Monteiro,2005-01-01,263.078.438-75,24063-513,Pastor,MT,Brasil,F,+55 81 0894-3991,26307843875@exemplo.com.br,2023-12-19
a4e259d0-1c44-4f85-bcf6-6c8cd782efc6,Pedro Lucas Moura,1955-01-17,200.610.970-14,61117676,Pastor,TO,Brasil,F,0800 922 5335,20061097014@exemplo.com.br,2024-07-04
faaa2422-984e-42dc-bbdb-b61f0428903b,Vinícius Pacheco,1984-11-03,517.222.360-19,89862-681,Peixoto,RS,Brasil,M,+55 (051) 2107-0641,51722236019@exemplo.com.br,2025-02-09
ac23a01b-c95e-40b3-83f2-96c2d4cf6fbc,Nicolas Siqueira,1962-01-04,595.603.811-71,85491-882,Silva das Pedras,SP,Brasil,M,0900-413-6573,59560381171@exemplo.com.br,2024-10-25
d87d9d19-f5b1-4a9e-a1a5-d8cfc4453a6d,Agatha Silveira,1982-06-13,826.351.014-68,15475681,Moreira Paulista,RR,Brasil,F,0500 526 9723,82635101468@exemplo.com.br,2024-07-13
7477603a-5f05-41aa-904d-61680386371b,Manuella Rios,1963-02-14,786.612.918-12,36275-398,Silva,DF,Brasil,F,21 8674 0855,78661291812@exemplo.com.br,2024-11-12
43d9f543-28cd-4790-8382-ccbf26644c21,Ravy da Paz,1957-06-17,136.009.569-31,81566-178,Rocha,SC,Brasil,F,+55 (071) 3405-1720,13600956931@exemplo.com.br,2024-05-03
24f2492f-16e0-4438-a0c3-87a76be7c319,Lorena da Rosa,1966-09-14,600.100.311-36,88633-607,da Conceição,BA,Brasil,F,+55 81 1461 2134,60010031136@exemplo.com.br,2024-07-20
3a3f5d15-fbf4-4d5c-8edc-080d27b3826c,Sra. Isabella Cassiano,1971-08-21,190.001.609-89,87446670,Cardoso,PB,Brasil,F,0300-547-5392,19000160989@exemplo.com.br,2024-06-10
024aa66e-0891-472c-a770-1545600c36fe,Bryan da Mata,1951-02-04,660.148.809-91,04215-728,Ribeiro de Minas,PI,Brasil,F,41 6839-2243,66014880991@exemplo.com.br,2023-12-25
ae4728e5-b055-41f3-b880-2415decde1b4,Anthony Pimenta,1943-08-25,835.189.286-21,58324397,Fogaça da Prata,PR,Brasil,F,0500-926-1274,83518928621@exemplo.com.br,2023-11-06
6c1b10f1-f728-46d1-97b8-c6fd8ac78fd4,Dra. Ágatha da Cunha,1944-05-27,672.000.504-64,61796-198,Vieira Paulista,MS,Brasil,M,51 4686 1023,67200050464@exemplo.com.br,2023-12-28
88d958b1-81e6-4202-8df5-c1a59b290f93,Leandro Cirino,1999-10-04,859.876.495-24,88877-162,Castro do Galho,MS,Brasil,F,0900-362-5738,85987649524@exemplo.com.br,2024-06-10
3bfcc059-3c27-409a-97df-708cd4c278b4,Dra. Mariane Dias,1988-04-06,795.085.920-54,88407-385,Casa Grande,SP,Brasil,F,31 5768-2647,79508592054@exemplo.com.br,2023-12-16
af9e0085-c51e-4f58-9c8f-ebceb24bb071,Eloá Cunha,1992-03-15,332.104.903-29,63250567,da Mota de da Rosa,MA,Brasil,M,+55 81 9109-1748,33210490329@exemplo.com.br,2024-06-28
babf4292-d888-4f56-9e7e-35052e8b212c,Aylla Rezende,2001-04-25,125.230.895-38,66382-536,Rezende,MT,Brasil,M,+55 (051) 7115-6346,12523089538@exemplo.com.br,2024-01-18
95c475af-0212-478b-995a-77bee1109c32,Maria Pinto,1939-03-06,965.822.710-25,87143-929,Guerra,AM,Brasil,F,(051) 5451-8823,96582271025@exemplo.com.br,2023-12-17
aa603b6f-27c6-4176-9249-da8746dcd3e4,Sophia da Mata,1988-09-19,848.176.417-29,54015486,da Mota,RN,Brasil,F,+55 (041) 9032-0345,84817641729@exemplo.com.br,2024-02-15
47d6e582-d29f-4472-a4bd-f6942904442d,Rael Peixoto,1990-10-20,096.371.151-02,33399890,Nascimento da Serra,GO,Brasil,F,(031) 2852-7249,09637115102@exemplo.com.br,2025-03-02
6fadee12-0930-453f-8599-2ed61cd42f4a,Sra. Mirella Marques,1940-02-23,338.123.634-97,68608777,Campos de Costa,RO,Brasil,F,0900 127 2639,33812363497@exemplo.com.br,2024-05-24
5d74695b-5624-41e1-ae33-24b55e4a095c,Lucas Gabriel Vieira,1980-08-23,086.244.279-16,69167-188,Abreu de da Paz,RO,Brasil,M,11 3965-7739,08624427916@exemplo.com.br,2023-08-19
89dc42b7-afff-4ab6-b062-a43d62ed0d63,Dra. Ana Sophia Sampaio,1972-05-10,993.681.351-48,06680-749,Moreira,DF,Brasil,F,+55 41 3805 6485,99368135148@exemplo.com.br,2024-05-24
c2366969-9e90-4f42-8c97-ebe6fce06e2f,Enzo Gabriel da Rocha,1995-01-22,855.649.470-77,94609-948,Moura Paulista,TO,Brasil,F,+55 (041) 7915-6289,85564947077@exemplo.com.br,2023-12-07
884599b2-7cf4-46a5-8e4e-0296e86ef97b,Sarah Marques,1940-05-25,220.182.454-94,65102699,Alves de Sales,SE,Brasil,M,(071) 4380 1750,22018245494@exemplo.com.br,2024-03-21
1336085b-7f44-4646-80b1-91cf905866ba,Dr. Anthony Peixoto,1938-08-11,141.934.786-69,64754360,Lima Verde,DF,Brasil,M,0900 604 1699,14193478669@exemplo.com.br,2024-08-11
276f463b-9d43-43bf-9b65-b0046bae18a9,Gustavo Pimenta,1960-07-31,903.979.591-71,46021-374,da Luz de Minas,RS,Brasil,F,(061) 3491 4691,90397959171@exemplo.com.br,2024-03-12
bc6b89be-1485-4176-9d0e-d7a0387cb4e3,André Silveira,1961-09-13,092.243.848-51,48127-849,Silveira do Campo,AL,Brasil,F,(071) 9988-7676,09224384851@exemplo.com.br,2025-05-18
41f9a6be-b3f8-458b-a686-4fefcaa19771,Maria Flor Camargo,1948-07-26,589.233.869-95,88575285,Vieira dos Dourados,MG,Brasil,M,51 3757 4595,58923386995@exemplo.com.br,2023-11-23
12448355-27d5-403a-85ea-0fd7868c17a3,Liz Melo,1943-01-07,755.768.523-48,03933-850,Duarte do Amparo,RJ,Brasil,F,(084) 0317-4797,75576852348@exemplo.com.br,2024-10-15
bef2f1ee-dbf0-418c-9937-5df96dee6889,Ana Julia Duarte,1942-09-30,187.960.576-94,44805-776,Câmara,MS,Brasil,M,+55 84 4301 1373,18796057694@exemplo.com.br,2024-12-22
5e3ba57f-b3bd-4b30-b159-14bbe380099c,Arthur Miguel Nunes,1964-01-07,806.651.094-63,59386345,Campos do Oeste,AL,Brasil,M,(061) 0141-9836,80665109463@exemplo.com.br,2024-08-23
40f7a828-d054-40a0-a08f-c7f55b5e02a5,Liam Melo,1950-05-25,156.858.007-31,91035694,Garcia,TO,Brasil,F,51 2268 6402,15685800731@exemplo.com.br,2024-07-08
186fc467-3e91-460f-83b0-5d1f342e18c4,Eloá Farias,1964-06-23,859.378.418-05,58646-884,Sá do Norte,AP,Brasil,M,+55 11 6592 1685,85937841805@exemplo.com.br,2024-12-26
37116df7-abc6-44ce-9326-489fc72cbf85,Srta. Nicole Monteiro,1941-08-10,275.450.384-53,64577-280,Azevedo dos Dourados,GO,Brasil,M,+55 (041) 6295 7077,27545038453@exemplo.com.br,2025-01-04
ce7fd370-362d-4220-837f-ebe11179618b,Felipe Pimenta,2000-01-05,377.018.202-70,57750-362,Mendonça do Galho,PE,Brasil,M,51 8866 2795,37701820270@exemplo.com.br,2023-08-24
931f37e0-bbc3-474a-bc69-eb95886b7dff,Luiz Fernando Rezende,1963-06-27,417.592.140-50,12394-118,Aparecida da Serra,PI,Brasil,F,(051) 3961 2860,41759214050@exemplo.com.br,2025-04-18
bebbb39d-5e12-4ad7-bb12-5f5c81460699,Eloah Porto,1957-12-20,035.848.340-29,96548-845,Fonseca,SC,Brasil,F,0500-259-4124,03584834029@exemplo.com.br,2024-11-16
01eb9197-c90f-4d16-8fee-f906a5979d13,Matteo Garcia,1981-03-31,657.320.135-33,16777-318,Siqueira,PR,Brasil,M,11 4075 3983,65732013533@exemplo.com.br,2024-03-23
f497c062-185b-4127-80eb-7c7c29645b54,Cecilia Correia,1953-03-07,825.699.224-24,38967280,Montenegro de Lopes,AM,Brasil,F,(051) 3109-8869,82569922424@exemplo.com.br,2023-07-30
ed6fb84b-e82e-4af4-a315-6ae549754718,Arthur Farias,1961-12-24,076.160.084-33,83930601,Jesus,MT,Brasil,M,51 7143 7763,07616008433@exemplo.com.br,2024-07-01
98df74cc-6ca4-4564-abfb-2df5a648df72,Nathan Correia,1964-02-26,793.970.732-33,77858-528,Fogaça,GO,Brasil,M,(071) 1638-9051,79397073233@exemplo.com.br,2024-07-13
cdc9e2eb-76c1-4cbb-9678-6abe557f2933,Alícia Aparecida,1945-10-03,376.255.793-55,82347-112,Pinto,RN,Brasil,F,+55 31 0566 0750,37625579355@exemplo.com.br,2024-01-10
bafe3c7d-1c8b-4223-b391-87b7e140e741,Danilo Lopes,1994-10-25,015.317.428-30,37240-477,da Luz,AL,Brasil,F,+55 (031) 4276-8086,01531742830@exemplo.com.br,2025-06-11
e550546d-f2cd-425e-9dbe-c9c047067555,Milena da Mata,1990-12-23,766.492.312-78,32881392,Aragão,RN,Brasil,F,+55 61 3498-9930,76649231278@exemplo.com.br,2025-01-18
514ff077-a79a-418c-89b9-868f9ed3a1ee,Rael Cardoso,1994-02-16,468.966.887-47,43162-243,Cavalcanti,TO,Brasil,M,+55 84 9142-2558,46896688747@exemplo.com.br,2025-06-05
f9dd520e-3856-4cb3-9d72-4648f45dc61f,Mateus Câmara,1980-07-12,402.583.954-01,07674-966,Pires,RO,Brasil,M,+55 51 0857 2594,40258395401@exemplo.com.br,2024-01-31
d3f16c45-b8d9-4018-b47c-f5b230fc43f3,Emanuella Casa Grande,1999-02-14,882.204.962-39,89122-069,Santos,MA,Brasil,M,0500-697-8365,88220496239@exemplo.com.br,2025-04-20
4a5886b9-a135-4400-911a-08da2d545870,Dr. Samuel Mendes,1990-01-26,526.963.054-73,08378701,Melo,SC,Brasil,F,+55 51 6735 6764,52696305473@exemplo.com.br,2024-06-27
b40270fa-0144-4588-9730-ce1751e8738f,Heitor Nunes,1966-07-02,827.326.936-16,44478-670,Pastor,PI,Brasil,F,(021) 4988-9203,82732693616@exemplo.com.br,2025-05-15
5e1f558b-6268-4442-b6eb-110d4b5d071a,Milena Cunha,1988-08-27,745.501.017-06,70746830,Leão do Galho,MA,Brasil,M,71 9147 0916,74550101706@exemplo.com.br,2025-05-14
3b155194-fb88-412c-b629-637433d0f357,Brenda Correia,1998-05-13,384.216.838-84,84996738,Almeida de Minas,AM,Brasil,F,(061) 2087-2600,38421683884@exemplo.com.br,2024-08-06
ab019859-4069-4e0b-bd5e-2f04767d0b04,Agatha Casa Grande,1975-05-03,261.001.338-76,43175628,Andrade de Minas,SC,Brasil,F,(061) 1116-9422,26100133876@exemplo.com.br,2024-08-21
584246e9-4244-458f-ae7a-d95224258643,Theodoro Cassiano,1951-07-12,130.249.810-02,05553918,Aparecida das Pedras,AL,Brasil,F,(031) 9497-8594,13024981002@exemplo.com.br,2025-05-22
cb40cbe4-6c50-4d2f-9793-c84b96e2eb90,Srta. Sarah Pimenta,1997-01-19,808.997.726-39,56236-903,Casa Grande,MS,Brasil,F,61 7740-5863,80899772639@exemplo.com.br,2024-11-20
7f866462-502a-4ead-9ca0-944d44a3f3b9,Joaquim Souza,1985-12-03,469.900.798-74,33198044,Porto da Praia,PA,Brasil,M,+55 21 3743-6886,46990079874@exemplo.com.br,2024-09-05
5b0377e1-0888-42a6-8137-c6d972de9894,Alice Carvalho,2000-09-20,461.192.749-08,03437-497,Pacheco de Guerra,SE,Brasil,F,+55 (061) 7146-0387,46119274908@exemplo.com.br,2024-09-22
9e631a44-1400-48e8-b7d8-324888409089,Maria Sophia Pereira,1937-07-18,921.460.621-81,18605179,Lopes,BA,Brasil,M,+55 11 6782 5101,92146062181@exemplo.com.br,2024-05-31
6c974ae4-8247-4a90-95e9-2c0c892ff03a,Gustavo Henrique Brito,1980-10-30,263.455.348-02,22451117,Mendonça,SP,Brasil,M,+55 (071) 1511-4700,26345534802@exemplo.com.br,2024-03-24
1cd6f426-9aa1-4bd0-af5f-725e5e6ad173,Danilo Guerra,1950-02-18,631.908.333-09,80947-495,da Mota,CE,Brasil,M,+55 11 7832 0127,63190833309@exemplo.com.br,2025-05-08
1817bc2c-989f-4e09-b004-7c702cdf0310,Dr. Vinicius Leão,2004-04-06,602.933.744-69,20070294,Pimenta de Vargas,PA,Brasil,F,(071) 2550 2196,60293374469@exemplo.com.br,2025-04-14
791538f3-2603-4ab0-b73e-99e1168c86af,André Albuquerque,1982-08-08,818.118.387-50,13415-631,Carvalho do Campo,ES,Brasil,F,(021) 2632 6549,81811838750@exemplo.com.br,2024-05-03
43ffb976-686a-4560-bc84-f6fbd5a53502,Leandro Pereira,2005-02-19,046.171.922-38,86096415,Cavalcanti,AL,Brasil,M,51 8783 6275,04617192238@exemplo.com.br,2024-10-13
655368d9-4964-46bd-bc4f-5b945a3e62d9,Dr. Davi Lucas Lopes,1970-02-10,532.836.502-78,99619921,Fonseca,DF,Brasil,F,61 5528-6791,53283650278@exemplo.com.br,2024-01-08
5cd0feaf-1c94-4484-b661-a463be7df982,Melissa Silveira,1977-05-15,775.738.810-20,31485078,Nascimento,PI,Brasil,M,0500-125-9084,77573881020@exemplo.com.br,2024-11-26
cb260976-db51-461a-bd86-37a4621c0e7f,Léo da Costa,1994-08-16,729.532.960-49,80199-772,Farias,RR,Brasil,F,+55 (051) 8261-3136,72953296049@exemplo.com.br,2024-03-15
4fbd2411-9e41-44f3-82f4-503532f471f8,Josué Pereira,1990-08-30,044.353.373-26,67539839,Sá da Mata,AL,Brasil,M,+55 (051) 4900 1338,04435337326@exemplo.com.br,2024-07-04
3f49da39-3690-4a15-8b0c-84eb7ed52241,Thomas da Cruz,1976-05-04,499.820.096-47,56129676,Mendes da Mata,AM,Brasil,F,+55 81 7923-6594,49982009647@exemplo.com.br,2025-01-19
181c3b41-54f4-499a-8630-640047e1da0b,Isabel Pires,1990-11-21,922.118.340-65,21742-840,da Luz do Sul,PE,Brasil,F,+55 (071) 4244-2482,92211834065@exemplo.com.br,2024-10-17
20a3264a-5d4a-449a-bc5a-875593586fd2,Fernanda Pires,1943-04-20,386.287.124-10,54005307,Caldeira,AM,Brasil,F,(041) 0203-2491,38628712410@exemplo.com.br,2024-11-18
9a6769ec-67a2-4c17-80d4-c00215cf4c4e,Alana da Rocha,1951-02-09,113.117.037-96,13150024,da Cruz da Serra,GO,Brasil,F,(071) 4810-5821,11311703796@exemplo.com.br,2024-04-10
52423e99-5e42-497c-9c9c-d0a578aaa0b1,Luan Rocha,1990-10-22,368.437.643-51,10411-307,Vargas,PA,Brasil,F,0500 584 5438,36843764351@exemplo.com.br,2023-08-04
4ab35a0e-2820-4821-a0d6-4f990867ad6e,Marcos Vinicius Sousa,1955-04-21,044.630.161-26,09033684,Peixoto do Norte,AL,Brasil,M,61 0491 9532,04463016126@exemplo.com.br,2025-02-17
43048307-0071-429b-8f36-c28dea65d8f2,Rael da Mata,2007-06-01,064.159.594-00,41664-460,Almeida do Amparo,BA,Brasil,M,+55 31 9140-8799,06415959400@exemplo.com.br,2024-05-23
756d0076-6fb0-4785-9851-b21ac7819122,Júlia Machado,1977-05-08,559.990.893-15,79900-146,Novaes,PA,Brasil,F,(081) 7126 1835,55999089315@exemplo.com.br,2024-10-20
ecbc3cf1-217d-4bef-a825-42a6e00c4e3b,Vitória Cassiano,1945-12-20,249.223.585-07,09723-942,Souza,AL,Brasil,M,61 8021 8231,24922358507@exemplo.com.br,2024-12-10
d0600a83-7407-4773-8bac-470c809c8e51,Sr. Brayan Vargas,1954-09-03,524.178.798-77,27363-485,da Luz,AL,Brasil,F,+55 41 6080 0269,52417879877@exemplo.com.br,2025-01-10
16109edd-21b4-4dc4-b0c6-bbdfeffbe83c,Valentina da Costa,1973-01-16,857.801.104-77,67068965,Pinto,PA,Brasil,M,+55 51 2779 5330,85780110477@exemplo.com.br,2023-11-24
3200c04b-2f08-4d40-9ccd-e36c7319cba1,Giovanna Barros,1938-05-29,734.164.691-17,04386-901,Gonçalves de Dias,RO,Brasil,M,81 1268-0410,73416469117@exemplo.com.br,2024-10-05
